"id","task","inducer","right","left","key","congruent_rating","congruent_exp"
524,"lightness","timbre","dark:sine","dark:square","2",0,1
524,"shape","complexity","smooth:complex","smooth:simple","2",1,NA
524,"shape","timbre","smooth:sine","smooth:square","1",0,1
524,"hue","pitch","red:low","red:high","0",NA,NA
524,"hue","lightness","red:light","red:dark","2",1,NA
524,"complexity","lightness","simple:light","simple:dark","-1",0,NA
524,"complexity","pitch","simple:low","simple:high","-1",0,NA
524,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
524,"complexity","hue","simple:blue","simple:red","-1",0,NA
524,"shape","pitch","smooth:low","smooth:high","2",1,1
524,"lightness","pitch","dark:low","dark:high","2",1,1
524,"hue","timbre","red:square","red:sine","1",1,NA
525,"hue","pitch","red:low","red:high","-2",0,NA
525,"shape","pitch","smooth:low","smooth:high","3",1,1
525,"hue","timbre","red:square","red:sine","2",1,NA
525,"shape","complexity","smooth:complex","smooth:simple","1",1,NA
525,"timbre","pitch","sine:low","sine:high","0",NA,NA
525,"complexity","timbre","simple:square","simple:sine","-2",0,NA
525,"lightness","pitch","dark:low","dark:high","2",1,1
525,"lightness","timbre","dark:sine","dark:square","2",0,1
525,"complexity","pitch","simple:low","simple:high","2",1,NA
525,"shape","hue","smooth:blue","smooth:red","1",1,NA
525,"complexity","lightness","simple:light","simple:dark","-1",0,NA
525,"hue","lightness","red:light","red:dark","1",1,NA
525,"complexity","hue","simple:blue","simple:red","1",1,NA
525,"shape","timbre","smooth:sine","smooth:square","1",0,1
525,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
525,"hue","pitch","red:low","red:high","-3",0,NA
525,"shape","pitch","smooth:low","smooth:high","1",1,1
525,"hue","timbre","red:square","red:sine","2",1,NA
525,"shape","complexity","smooth:complex","smooth:simple","2",1,NA
525,"timbre","pitch","sine:low","sine:high","-2",0,NA
525,"complexity","timbre","simple:square","simple:sine","-1",0,NA
525,"lightness","pitch","dark:low","dark:high","2",1,1
525,"lightness","timbre","dark:sine","dark:square","2",0,1
525,"complexity","pitch","simple:low","simple:high","1",1,NA
525,"shape","hue","smooth:blue","smooth:red","1",1,NA
525,"complexity","lightness","simple:light","simple:dark","-2",0,NA
525,"hue","lightness","red:light","red:dark","1",1,NA
525,"complexity","hue","simple:blue","simple:red","1",1,NA
525,"shape","timbre","smooth:sine","smooth:square","2",0,1
525,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
525,"hue","pitch","red:low","red:high","-2",0,NA
525,"shape","pitch","smooth:low","smooth:high","1",1,1
525,"hue","timbre","red:square","red:sine","2",1,NA
525,"shape","complexity","smooth:complex","smooth:simple","1",1,NA
525,"timbre","pitch","sine:low","sine:high","-1",0,NA
525,"complexity","timbre","simple:square","simple:sine","-2",0,NA
525,"lightness","pitch","dark:low","dark:high","1",1,1
525,"lightness","timbre","dark:sine","dark:square","1",0,1
525,"complexity","pitch","simple:low","simple:high","1",1,NA
525,"shape","hue","smooth:blue","smooth:red","1",1,NA
525,"complexity","lightness","simple:light","simple:dark","-1",0,NA
525,"hue","lightness","red:light","red:dark","1",1,NA
525,"complexity","hue","simple:blue","simple:red","1",1,NA
525,"shape","timbre","smooth:sine","smooth:square","2",0,1
525,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
526,"hue","pitch","red:low","red:high","-3",0,NA
526,"complexity","lightness","simple:light","simple:dark","0",NA,NA
526,"shape","lightness","smooth:light","smooth:dark","-3",0,NA
526,"complexity","hue","simple:blue","simple:red","-2",0,NA
526,"lightness","pitch","dark:low","dark:high","3",1,1
526,"timbre","pitch","sine:low","sine:high","0",NA,NA
526,"complexity","timbre","simple:square","simple:sine","-3",0,NA
526,"complexity","pitch","simple:low","simple:high","-2",0,NA
526,"lightness","timbre","dark:sine","dark:square","2",0,1
526,"hue","lightness","red:light","red:dark","-3",0,NA
526,"shape","pitch","smooth:low","smooth:high","1",1,1
526,"shape","timbre","smooth:sine","smooth:square","0",NA,1
526,"hue","timbre","red:square","red:sine","2",1,NA
526,"shape","hue","smooth:blue","smooth:red","2",1,NA
526,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
526,"hue","pitch","red:low","red:high","-3",0,NA
526,"complexity","lightness","simple:light","simple:dark","0",NA,NA
526,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
526,"complexity","hue","simple:blue","simple:red","0",NA,NA
526,"lightness","pitch","dark:low","dark:high","1",1,1
526,"timbre","pitch","sine:low","sine:high","0",NA,NA
526,"complexity","timbre","simple:square","simple:sine","0",NA,NA
526,"complexity","pitch","simple:low","simple:high","-1",0,NA
526,"lightness","timbre","dark:sine","dark:square","1",0,1
526,"hue","lightness","red:light","red:dark","-3",0,NA
526,"shape","pitch","smooth:low","smooth:high","1",1,1
526,"shape","timbre","smooth:sine","smooth:square","2",0,1
526,"hue","timbre","red:square","red:sine","2",1,NA
526,"shape","hue","smooth:blue","smooth:red","2",1,NA
526,"shape","complexity","smooth:complex","smooth:simple","-1",0,NA
526,"hue","pitch","red:low","red:high","-2",0,NA
526,"complexity","lightness","simple:light","simple:dark","0",NA,NA
526,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
526,"complexity","hue","simple:blue","simple:red","0",NA,NA
526,"lightness","pitch","dark:low","dark:high","1",1,1
526,"timbre","pitch","sine:low","sine:high","1",1,NA
526,"complexity","timbre","simple:square","simple:sine","0",NA,NA
526,"complexity","pitch","simple:low","simple:high","0",NA,NA
526,"lightness","timbre","dark:sine","dark:square","2",0,1
526,"hue","lightness","red:light","red:dark","-3",0,NA
526,"shape","pitch","smooth:low","smooth:high","1",1,1
526,"shape","timbre","smooth:sine","smooth:square","1",0,1
526,"hue","timbre","red:square","red:sine","3",1,NA
526,"shape","hue","smooth:blue","smooth:red","2",1,NA
526,"shape","complexity","smooth:complex","smooth:simple","-2",0,NA
527,"complexity","pitch","simple:low","simple:high","0",NA,NA
527,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
527,"lightness","pitch","dark:low","dark:high","3",1,1
527,"hue","pitch","red:low","red:high","-2",0,NA
527,"complexity","hue","simple:blue","simple:red","1",1,NA
527,"timbre","pitch","sine:low","sine:high","0",NA,NA
527,"hue","lightness","red:light","red:dark","0",NA,NA
527,"shape","hue","smooth:blue","smooth:red","0",NA,NA
527,"lightness","timbre","dark:sine","dark:square","1",0,1
527,"shape","pitch","smooth:low","smooth:high","2",1,1
527,"shape","complexity","smooth:complex","smooth:simple","-2",0,NA
527,"shape","timbre","smooth:sine","smooth:square","2",0,1
527,"complexity","timbre","simple:square","simple:sine","-1",0,NA
527,"complexity","lightness","simple:light","simple:dark","1",1,NA
527,"hue","timbre","red:square","red:sine","2",1,NA
527,"complexity","pitch","simple:low","simple:high","-2",0,NA
527,"shape","lightness","smooth:light","smooth:dark","1",1,NA
527,"lightness","pitch","dark:low","dark:high","3",1,1
527,"hue","pitch","red:low","red:high","-3",0,NA
527,"complexity","hue","simple:blue","simple:red","-2",0,NA
527,"timbre","pitch","sine:low","sine:high","0",NA,NA
527,"hue","lightness","red:light","red:dark","-2",0,NA
527,"shape","hue","smooth:blue","smooth:red","-1",0,NA
527,"lightness","timbre","dark:sine","dark:square","2",0,1
527,"shape","pitch","smooth:low","smooth:high","-2",0,1
527,"shape","complexity","smooth:complex","smooth:simple","-1",0,NA
527,"shape","timbre","smooth:sine","smooth:square","-2",1,1
527,"complexity","timbre","simple:square","simple:sine","-2",0,NA
527,"complexity","lightness","simple:light","simple:dark","1",1,NA
527,"hue","timbre","red:square","red:sine","2",1,NA
527,"complexity","pitch","simple:low","simple:high","-1",0,NA
527,"shape","lightness","smooth:light","smooth:dark","1",1,NA
527,"lightness","pitch","dark:low","dark:high","3",1,1
527,"hue","pitch","red:low","red:high","-2",0,NA
527,"complexity","hue","simple:blue","simple:red","-2",0,NA
527,"timbre","pitch","sine:low","sine:high","0",NA,NA
527,"hue","lightness","red:light","red:dark","-2",0,NA
527,"shape","hue","smooth:blue","smooth:red","-2",0,NA
527,"lightness","timbre","dark:sine","dark:square","3",0,1
527,"shape","pitch","smooth:low","smooth:high","-2",0,1
527,"shape","complexity","smooth:complex","smooth:simple","-1",0,NA
527,"shape","timbre","smooth:sine","smooth:square","-2",1,1
527,"complexity","timbre","simple:square","simple:sine","-1",0,NA
527,"complexity","lightness","simple:light","simple:dark","2",1,NA
527,"hue","timbre","red:square","red:sine","3",1,NA
528,"complexity","pitch","simple:low","simple:high","-2",0,NA
528,"shape","lightness","smooth:light","smooth:dark","1",1,NA
528,"hue","lightness","red:light","red:dark","2",1,NA
528,"hue","timbre","red:square","red:sine","3",1,NA
528,"timbre","pitch","sine:low","sine:high","0",NA,NA
528,"complexity","lightness","simple:light","simple:dark","1",1,NA
528,"shape","timbre","smooth:sine","smooth:square","3",0,1
528,"hue","pitch","red:low","red:high","-3",0,NA
528,"shape","complexity","smooth:complex","smooth:simple","1",1,NA
528,"shape","pitch","smooth:low","smooth:high","-2",0,1
528,"complexity","timbre","simple:square","simple:sine","-2",0,NA
528,"lightness","pitch","dark:low","dark:high","2",1,1
528,"shape","hue","smooth:blue","smooth:red","3",1,NA
528,"lightness","timbre","dark:sine","dark:square","1",0,1
528,"complexity","hue","simple:blue","simple:red","0",NA,NA
528,"complexity","pitch","simple:low","simple:high","2",1,NA
528,"shape","lightness","smooth:light","smooth:dark","1",1,NA
528,"hue","lightness","red:light","red:dark","2",1,NA
528,"hue","timbre","red:square","red:sine","3",1,NA
528,"timbre","pitch","sine:low","sine:high","2",1,NA
528,"complexity","lightness","simple:light","simple:dark","1",1,NA
528,"shape","timbre","smooth:sine","smooth:square","2",0,1
528,"hue","pitch","red:low","red:high","-2",0,NA
528,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
528,"shape","pitch","smooth:low","smooth:high","2",1,1
528,"complexity","timbre","simple:square","simple:sine","-1",0,NA
528,"lightness","pitch","dark:low","dark:high","2",1,1
528,"shape","hue","smooth:blue","smooth:red","3",1,NA
528,"lightness","timbre","dark:sine","dark:square","2",0,1
528,"complexity","hue","simple:blue","simple:red","2",1,NA
528,"complexity","pitch","simple:low","simple:high","2",1,NA
528,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
528,"hue","lightness","red:light","red:dark","2",1,NA
528,"hue","timbre","red:square","red:sine","3",1,NA
528,"timbre","pitch","sine:low","sine:high","2",1,NA
528,"complexity","lightness","simple:light","simple:dark","1",1,NA
528,"shape","timbre","smooth:sine","smooth:square","2",0,1
528,"hue","pitch","red:low","red:high","-2",0,NA
528,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
528,"shape","pitch","smooth:low","smooth:high","3",1,1
528,"complexity","timbre","simple:square","simple:sine","-2",0,NA
528,"lightness","pitch","dark:low","dark:high","1",1,1
528,"shape","hue","smooth:blue","smooth:red","3",1,NA
528,"lightness","timbre","dark:sine","dark:square","1",0,1
528,"complexity","hue","simple:blue","simple:red","3",1,NA
529,"hue","lightness","red:light","red:dark","-1",0,NA
529,"shape","complexity","smooth:complex","smooth:simple","1",1,NA
529,"shape","pitch","smooth:low","smooth:high","2",1,1
529,"hue","timbre","red:square","red:sine","3",1,NA
529,"shape","timbre","smooth:sine","smooth:square","3",0,1
529,"complexity","lightness","simple:light","simple:dark","0",NA,NA
529,"complexity","hue","simple:blue","simple:red","1",1,NA
529,"complexity","pitch","simple:low","simple:high","2",1,NA
529,"timbre","pitch","sine:low","sine:high","3",1,NA
529,"lightness","timbre","dark:sine","dark:square","3",0,1
529,"hue","pitch","red:low","red:high","-2",0,NA
529,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
529,"shape","hue","smooth:blue","smooth:red","-1",0,NA
529,"complexity","timbre","simple:square","simple:sine","-2",0,NA
529,"lightness","pitch","dark:low","dark:high","3",1,1
529,"hue","lightness","red:light","red:dark","-2",0,NA
529,"shape","complexity","smooth:complex","smooth:simple","2",1,NA
529,"shape","pitch","smooth:low","smooth:high","2",1,1
529,"hue","timbre","red:square","red:sine","3",1,NA
529,"shape","timbre","smooth:sine","smooth:square","2",0,1
529,"complexity","lightness","simple:light","simple:dark","-2",0,NA
529,"complexity","hue","simple:blue","simple:red","1",1,NA
529,"complexity","pitch","simple:low","simple:high","3",1,NA
529,"timbre","pitch","sine:low","sine:high","3",1,NA
529,"lightness","timbre","dark:sine","dark:square","3",0,1
529,"hue","pitch","red:low","red:high","-3",0,NA
529,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
529,"shape","hue","smooth:blue","smooth:red","2",1,NA
529,"complexity","timbre","simple:square","simple:sine","-3",0,NA
529,"lightness","pitch","dark:low","dark:high","3",1,1
529,"hue","lightness","red:light","red:dark","-2",0,NA
529,"shape","complexity","smooth:complex","smooth:simple","2",1,NA
529,"shape","pitch","smooth:low","smooth:high","3",1,1
529,"hue","timbre","red:square","red:sine","3",1,NA
529,"shape","timbre","smooth:sine","smooth:square","3",0,1
529,"complexity","lightness","simple:light","simple:dark","-2",0,NA
529,"complexity","hue","simple:blue","simple:red","1",1,NA
529,"complexity","pitch","simple:low","simple:high","3",1,NA
529,"timbre","pitch","sine:low","sine:high","3",1,NA
529,"lightness","timbre","dark:sine","dark:square","3",0,1
529,"hue","pitch","red:low","red:high","-3",0,NA
529,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
529,"shape","hue","smooth:blue","smooth:red","1",1,NA
529,"complexity","timbre","simple:square","simple:sine","-3",0,NA
529,"lightness","pitch","dark:low","dark:high","3",1,1
530,"hue","lightness","red:light","red:dark","-2",0,NA
530,"shape","complexity","smooth:complex","smooth:simple","1",1,NA
530,"shape","hue","smooth:blue","smooth:red","-1",0,NA
530,"shape","timbre","smooth:sine","smooth:square","2",0,1
530,"complexity","timbre","simple:square","simple:sine","1",1,NA
530,"hue","timbre","red:square","red:sine","0",NA,NA
530,"shape","lightness","smooth:light","smooth:dark","2",1,NA
530,"complexity","hue","simple:blue","simple:red","-2",0,NA
530,"timbre","pitch","sine:low","sine:high","2",1,NA
530,"complexity","pitch","simple:low","simple:high","0",NA,NA
530,"hue","pitch","red:low","red:high","-2",0,NA
530,"shape","pitch","smooth:low","smooth:high","2",1,1
530,"complexity","lightness","simple:light","simple:dark","0",NA,NA
530,"lightness","pitch","dark:low","dark:high","2",1,1
530,"lightness","timbre","dark:sine","dark:square","2",0,1
530,"hue","lightness","red:light","red:dark","-3",0,NA
530,"shape","complexity","smooth:complex","smooth:simple","1",1,NA
530,"shape","hue","smooth:blue","smooth:red","-2",0,NA
530,"shape","timbre","smooth:sine","smooth:square","1",0,1
530,"complexity","timbre","simple:square","simple:sine","0",NA,NA
530,"hue","timbre","red:square","red:sine","0",NA,NA
530,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
530,"complexity","hue","simple:blue","simple:red","-1",0,NA
530,"timbre","pitch","sine:low","sine:high","-1",0,NA
530,"complexity","pitch","simple:low","simple:high","-1",0,NA
530,"hue","pitch","red:low","red:high","1",1,NA
530,"shape","pitch","smooth:low","smooth:high","1",1,1
530,"complexity","lightness","simple:light","simple:dark","0",NA,NA
530,"lightness","pitch","dark:low","dark:high","2",1,1
530,"lightness","timbre","dark:sine","dark:square","2",0,1
530,"hue","lightness","red:light","red:dark","-3",0,NA
530,"shape","complexity","smooth:complex","smooth:simple","2",1,NA
530,"shape","hue","smooth:blue","smooth:red","-2",0,NA
530,"shape","timbre","smooth:sine","smooth:square","2",0,1
530,"complexity","timbre","simple:square","simple:sine","0",NA,NA
530,"hue","timbre","red:square","red:sine","-1",0,NA
530,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
530,"complexity","hue","simple:blue","simple:red","1",1,NA
530,"timbre","pitch","sine:low","sine:high","0",NA,NA
530,"complexity","pitch","simple:low","simple:high","-1",0,NA
530,"hue","pitch","red:low","red:high","1",1,NA
530,"shape","pitch","smooth:low","smooth:high","1",1,1
530,"complexity","lightness","simple:light","simple:dark","0",NA,NA
530,"lightness","pitch","dark:low","dark:high","2",1,1
530,"lightness","timbre","dark:sine","dark:square","2",0,1
531,"shape","hue","smooth:blue","smooth:red","-2",0,NA
531,"hue","pitch","red:low","red:high","-3",0,NA
531,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
531,"timbre","pitch","sine:low","sine:high","-2",0,NA
531,"hue","timbre","red:square","red:sine","3",1,NA
531,"hue","lightness","red:light","red:dark","-3",0,NA
531,"shape","timbre","smooth:sine","smooth:square","3",0,1
531,"complexity","pitch","simple:low","simple:high","3",1,NA
531,"complexity","timbre","simple:square","simple:sine","-2",0,NA
531,"shape","lightness","smooth:light","smooth:dark","2",1,NA
531,"shape","pitch","smooth:low","smooth:high","3",1,1
531,"complexity","lightness","simple:light","simple:dark","-2",0,NA
531,"lightness","pitch","dark:low","dark:high","2",1,1
531,"lightness","timbre","dark:sine","dark:square","2",0,1
531,"complexity","hue","simple:blue","simple:red","-3",0,NA
531,"shape","hue","smooth:blue","smooth:red","2",1,NA
531,"hue","pitch","red:low","red:high","-2",0,NA
531,"shape","complexity","smooth:complex","smooth:simple","-2",0,NA
531,"timbre","pitch","sine:low","sine:high","-2",0,NA
531,"hue","timbre","red:square","red:sine","2",1,NA
531,"hue","lightness","red:light","red:dark","-3",0,NA
531,"shape","timbre","smooth:sine","smooth:square","2",0,1
531,"complexity","pitch","simple:low","simple:high","1",1,NA
531,"complexity","timbre","simple:square","simple:sine","-2",0,NA
531,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
531,"shape","pitch","smooth:low","smooth:high","2",1,1
531,"complexity","lightness","simple:light","simple:dark","-2",0,NA
531,"lightness","pitch","dark:low","dark:high","3",1,1
531,"lightness","timbre","dark:sine","dark:square","3",0,1
531,"complexity","hue","simple:blue","simple:red","-2",0,NA
531,"shape","hue","smooth:blue","smooth:red","2",1,NA
531,"hue","pitch","red:low","red:high","-3",0,NA
531,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
531,"timbre","pitch","sine:low","sine:high","-2",0,NA
531,"hue","timbre","red:square","red:sine","2",1,NA
531,"hue","lightness","red:light","red:dark","-2",0,NA
531,"shape","timbre","smooth:sine","smooth:square","2",0,1
531,"complexity","pitch","simple:low","simple:high","2",1,NA
531,"complexity","timbre","simple:square","simple:sine","-2",0,NA
531,"shape","lightness","smooth:light","smooth:dark","2",1,NA
531,"shape","pitch","smooth:low","smooth:high","2",1,1
531,"complexity","lightness","simple:light","simple:dark","-2",0,NA
531,"lightness","pitch","dark:low","dark:high","2",1,1
531,"lightness","timbre","dark:sine","dark:square","3",0,1
531,"complexity","hue","simple:blue","simple:red","2",1,NA
532,"hue","pitch","red:low","red:high","-1",0,NA
532,"lightness","pitch","dark:low","dark:high","3",1,1
532,"shape","pitch","smooth:low","smooth:high","3",1,1
532,"shape","complexity","smooth:complex","smooth:simple","-1",0,NA
532,"shape","timbre","smooth:sine","smooth:square","2",0,1
532,"hue","lightness","red:light","red:dark","1",1,NA
532,"shape","lightness","smooth:light","smooth:dark","2",1,NA
532,"complexity","timbre","simple:square","simple:sine","1",1,NA
532,"complexity","hue","simple:blue","simple:red","1",1,NA
532,"timbre","pitch","sine:low","sine:high","-1",0,NA
532,"complexity","lightness","simple:light","simple:dark","-1",0,NA
532,"shape","hue","smooth:blue","smooth:red","-2",0,NA
532,"lightness","timbre","dark:sine","dark:square","2",0,1
532,"hue","timbre","red:square","red:sine","-2",0,NA
532,"complexity","pitch","simple:low","simple:high","-2",0,NA
532,"hue","pitch","red:low","red:high","-2",0,NA
532,"lightness","pitch","dark:low","dark:high","-2",0,1
532,"shape","pitch","smooth:low","smooth:high","-1",0,1
532,"shape","complexity","smooth:complex","smooth:simple","2",1,NA
532,"shape","timbre","smooth:sine","smooth:square","-1",1,1
532,"hue","lightness","red:light","red:dark","1",1,NA
532,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
532,"complexity","timbre","simple:square","simple:sine","-1",0,NA
532,"complexity","hue","simple:blue","simple:red","-1",0,NA
532,"timbre","pitch","sine:low","sine:high","-2",0,NA
532,"complexity","lightness","simple:light","simple:dark","2",1,NA
532,"shape","hue","smooth:blue","smooth:red","-1",0,NA
532,"lightness","timbre","dark:sine","dark:square","2",0,1
532,"hue","timbre","red:square","red:sine","1",1,NA
532,"complexity","pitch","simple:low","simple:high","-1",0,NA
532,"hue","pitch","red:low","red:high","-1",0,NA
532,"lightness","pitch","dark:low","dark:high","1",1,1
532,"shape","pitch","smooth:low","smooth:high","2",1,1
532,"shape","complexity","smooth:complex","smooth:simple","3",1,NA
532,"shape","timbre","smooth:sine","smooth:square","2",0,1
532,"hue","lightness","red:light","red:dark","1",1,NA
532,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
532,"complexity","timbre","simple:square","simple:sine","1",1,NA
532,"complexity","hue","simple:blue","simple:red","1",1,NA
532,"timbre","pitch","sine:low","sine:high","-1",0,NA
532,"complexity","lightness","simple:light","simple:dark","1",1,NA
532,"shape","hue","smooth:blue","smooth:red","-1",0,NA
532,"lightness","timbre","dark:sine","dark:square","1",0,1
532,"hue","timbre","red:square","red:sine","-1",0,NA
532,"complexity","pitch","simple:low","simple:high","-1",0,NA
533,"lightness","pitch","dark:low","dark:high","0",NA,1
533,"shape","hue","smooth:blue","smooth:red","-1",0,NA
533,"hue","lightness","red:light","red:dark","0",NA,NA
533,"hue","timbre","red:square","red:sine","2",1,NA
533,"lightness","timbre","dark:sine","dark:square","1",0,1
533,"complexity","lightness","simple:light","simple:dark","2",1,NA
533,"hue","pitch","red:low","red:high","-3",0,NA
533,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
533,"shape","pitch","smooth:low","smooth:high","3",1,1
533,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
533,"timbre","pitch","sine:low","sine:high","3",1,NA
533,"shape","timbre","smooth:sine","smooth:square","1",0,1
533,"complexity","timbre","simple:square","simple:sine","-1",0,NA
533,"complexity","pitch","simple:low","simple:high","-1",0,NA
533,"complexity","hue","simple:blue","simple:red","0",NA,NA
533,"lightness","pitch","dark:low","dark:high","3",1,1
533,"shape","hue","smooth:blue","smooth:red","0",NA,NA
533,"hue","lightness","red:light","red:dark","0",NA,NA
533,"hue","timbre","red:square","red:sine","1",1,NA
533,"lightness","timbre","dark:sine","dark:square","2",0,1
533,"complexity","lightness","simple:light","simple:dark","1",1,NA
533,"hue","pitch","red:low","red:high","-2",0,NA
533,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
533,"shape","pitch","smooth:low","smooth:high","2",1,1
533,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
533,"timbre","pitch","sine:low","sine:high","3",1,NA
533,"shape","timbre","smooth:sine","smooth:square","2",0,1
533,"complexity","timbre","simple:square","simple:sine","-1",0,NA
533,"complexity","pitch","simple:low","simple:high","1",1,NA
533,"complexity","hue","simple:blue","simple:red","0",NA,NA
533,"lightness","pitch","dark:low","dark:high","3",1,1
533,"shape","hue","smooth:blue","smooth:red","0",NA,NA
533,"hue","lightness","red:light","red:dark","0",NA,NA
533,"hue","timbre","red:square","red:sine","1",1,NA
533,"lightness","timbre","dark:sine","dark:square","2",0,1
533,"complexity","lightness","simple:light","simple:dark","1",1,NA
533,"hue","pitch","red:low","red:high","0",NA,NA
533,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
533,"shape","pitch","smooth:low","smooth:high","1",1,1
533,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
533,"timbre","pitch","sine:low","sine:high","3",1,NA
533,"shape","timbre","smooth:sine","smooth:square","1",0,1
533,"complexity","timbre","simple:square","simple:sine","-1",0,NA
533,"complexity","pitch","simple:low","simple:high","1",1,NA
533,"complexity","hue","simple:blue","simple:red","0",NA,NA
534,"complexity","timbre","simple:square","simple:sine","3",1,NA
534,"timbre","pitch","sine:low","sine:high","3",1,NA
534,"complexity","lightness","simple:light","simple:dark","-2",0,NA
534,"shape","timbre","smooth:sine","smooth:square","3",0,1
534,"hue","timbre","red:square","red:sine","-3",0,NA
534,"shape","pitch","smooth:low","smooth:high","2",1,1
534,"complexity","pitch","simple:low","simple:high","2",1,NA
534,"hue","lightness","red:light","red:dark","0",NA,NA
534,"complexity","hue","simple:blue","simple:red","-2",0,NA
534,"lightness","timbre","dark:sine","dark:square","-1",1,1
534,"shape","hue","smooth:blue","smooth:red","-2",0,NA
534,"hue","pitch","red:low","red:high","-3",0,NA
534,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
534,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
534,"lightness","pitch","dark:low","dark:high","2",1,1
534,"complexity","timbre","simple:square","simple:sine","0",NA,NA
534,"timbre","pitch","sine:low","sine:high","3",1,NA
534,"complexity","lightness","simple:light","simple:dark","-1",0,NA
534,"shape","timbre","smooth:sine","smooth:square","3",0,1
534,"hue","timbre","red:square","red:sine","-2",0,NA
534,"shape","pitch","smooth:low","smooth:high","2",1,1
534,"complexity","pitch","simple:low","simple:high","0",NA,NA
534,"hue","lightness","red:light","red:dark","1",1,NA
534,"complexity","hue","simple:blue","simple:red","-1",0,NA
534,"lightness","timbre","dark:sine","dark:square","-2",1,1
534,"shape","hue","smooth:blue","smooth:red","-3",0,NA
534,"hue","pitch","red:low","red:high","-1",0,NA
534,"shape","complexity","smooth:complex","smooth:simple","1",1,NA
534,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
534,"lightness","pitch","dark:low","dark:high","2",1,1
534,"complexity","timbre","simple:square","simple:sine","-2",0,NA
534,"timbre","pitch","sine:low","sine:high","3",1,NA
534,"complexity","lightness","simple:light","simple:dark","0",NA,NA
534,"shape","timbre","smooth:sine","smooth:square","3",0,1
534,"hue","timbre","red:square","red:sine","-1",0,NA
534,"shape","pitch","smooth:low","smooth:high","3",1,1
534,"complexity","pitch","simple:low","simple:high","1",1,NA
534,"hue","lightness","red:light","red:dark","1",1,NA
534,"complexity","hue","simple:blue","simple:red","1",1,NA
534,"lightness","timbre","dark:sine","dark:square","-1",1,1
534,"shape","hue","smooth:blue","smooth:red","0",NA,NA
534,"hue","pitch","red:low","red:high","-2",0,NA
534,"shape","complexity","smooth:complex","smooth:simple","1",1,NA
534,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
534,"lightness","pitch","dark:low","dark:high","3",1,1
535,"complexity","timbre","simple:square","simple:sine","-3",0,NA
535,"hue","lightness","red:light","red:dark","3",1,NA
535,"hue","timbre","red:square","red:sine","3",1,NA
535,"hue","pitch","red:low","red:high","-2",0,NA
535,"shape","lightness","smooth:light","smooth:dark","3",1,NA
535,"timbre","pitch","sine:low","sine:high","2",1,NA
535,"lightness","pitch","dark:low","dark:high","3",1,1
535,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
535,"complexity","pitch","simple:low","simple:high","-3",0,NA
535,"shape","timbre","smooth:sine","smooth:square","3",0,1
535,"complexity","lightness","simple:light","simple:dark","0",NA,NA
535,"shape","pitch","smooth:low","smooth:high","3",1,1
535,"complexity","hue","simple:blue","simple:red","-3",0,NA
535,"lightness","timbre","dark:sine","dark:square","-3",1,1
535,"shape","hue","smooth:blue","smooth:red","-3",0,NA
535,"complexity","timbre","simple:square","simple:sine","0",NA,NA
535,"hue","lightness","red:light","red:dark","3",1,NA
535,"hue","timbre","red:square","red:sine","0",NA,NA
535,"hue","pitch","red:low","red:high","-3",0,NA
535,"shape","lightness","smooth:light","smooth:dark","3",1,NA
535,"timbre","pitch","sine:low","sine:high","1",1,NA
535,"lightness","pitch","dark:low","dark:high","2",1,1
535,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
535,"complexity","pitch","simple:low","simple:high","2",1,NA
535,"shape","timbre","smooth:sine","smooth:square","3",0,1
535,"complexity","lightness","simple:light","simple:dark","2",1,NA
535,"shape","pitch","smooth:low","smooth:high","3",1,1
